Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -2.242241       1.137718        -0.321354       
2       No      Show    2       C       -1.485950       0.019919        0.396914        
3       No      Show    3       C       0.049008        0.132166        0.263696        
4       No      Show    4       C       0.717193        -1.167245       -0.186215       
5       No      Show    5       H       1.794051        -1.051044       -0.264128       
6       No      Show    6       H       -1.964101       2.114151        0.066076        
7       No      Show    7       H       -2.023414       1.131490        -1.385510       
8       No      Show    8       H       -1.815410       -0.933499       -0.009383       
9       No      Show    9       H       -1.768012       0.008184        1.446065        
10      No      Show    10      H       -3.315969       1.027967        -0.201942       
11      No      Show    11      H       0.521104        -1.974542       0.514290        
12      No      Show    12      H       0.344777        -1.477611       -1.158496       
13      No      Show    13      H       0.293609        0.910663        -0.455149       
14      No      Show    14      H       0.481353        0.453682        1.207157        
