Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -2.183762       0.993989        -0.443891       
2       No      Show    2       C       -1.474193       0.084003        0.559965        
3       No      Show    3       C       0.062719        0.120583        0.438368        
4       No      Show    4       C       0.638142        -1.065925       -0.336473       
5       No      Show    5       H       1.717476        -0.990756       -0.429062       
6       No      Show    6       H       -1.907988       2.032488        -0.285539       
7       No      Show    7       H       -1.923041       0.736471        -1.467200       
8       No      Show    8       H       -1.826898       -0.937465       0.441322        
9       No      Show    9       H       -1.767765       0.387540        1.561363        
10      No      Show    10      H       -3.263024       0.918969        -0.350335       
11      No      Show    11      H       0.412250        -2.001593       0.166622        
12      No      Show    12      H       0.224561        -1.123504       -1.340011       
13      No      Show    13      H       0.370894        1.050256        -0.033448       
14      No      Show    14      H       0.506627        0.126942        1.430346        
