Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       0.038875        0.044324        -0.011413
2       No      Show    2       C       -1.465769       -0.032622       0.013366
3       No      Show    3       C       -2.132975       1.336603        0.000182
4       No      Show    4       O       0.594959        -1.165924       0.000767
5       No      Show    5       O       0.687419        1.039064        -0.038656
6       No      Show    6       H       -1.834701       1.923374        0.860427
7       No      Show    7       H       -1.861486       1.893480        -0.888336
8       No      Show    8       H       -1.773326       -0.632226       -0.838286
9       No      Show    9       H       -1.746313       -0.602379       0.894330
10      No      Show    10      H       -3.211788       1.226165        0.018599
11      No      Show    11      H       1.541303        -1.055849       -0.015879
